치매안심센터명,시도,시군구,우편번호,주소1,주소2,도로명코드,법정동코드,행정동코드,위도,경도,홈페이지,전화번호,팩스번호,개소일
경기도용인시기흥구치매안심센터,경기도,용인시 기흥구,16969,"경기 용인시 기흥구 신갈로58번길 11 (신갈동, 신갈동주민센터및기흥구보건소)","2층,4층",3204042,4146310100,4146351000,37.27257613,127.1064466,giheung.nid.or.kr,031-6193-0410,031-6193-0369,2018-09-20
경기도용인시수지구치매안심센터,경기도,용인시 수지구,16835,"경기 용인시 수지구 포은대로 435 (풍덕천동, 수지구청, 보건소)",수지구보건소 5층,2012014,4146510100,4146551000,37.32217005,127.0968356,suji.nid.or.kr,031-6193-0881,031-6193-0869,2018-11-02
경기도용인시처인구치매안심센터,경기도,용인시 처인구,17019,"경기 용인시 처인구 중부대로 1199 (삼가동, 용인시청)",처인구보건소 지하1층,2012012,4146110300,4146152000,37.24101936,127.1778963,cheoingu.nid.or.kr,031-6193-0199,031-6193-0169,2018-09-17
경기도의왕시치매안심센터,경기도,의왕시,16076,"경기 의왕시 오봉로 34 (고천동, 의왕시보건소)",3층 치매안심센터,3201024,4143010100,4143051000,37.34378769,126.9719938,uiwang.nid.or.kr,031-345-3853,031-345-2989,2019-03-05
경기도의정부시치매안심센터,경기도,의정부시,11812,"경기 의정부시 민락로 360 (낙양동, 송산3동 공공복합청사)",5층,3181013,4115010700,4115051000,37.75318982,127.1137733,ujb.nid.or.kr,031-870-6158,,2018-11-22
경기도이천시치매안심센터,경기도,이천시,17379,경기 이천시 부악로 36 (중리동),1층,3207020,4150010300,4150051500,37.27310982,127.4333117,icheon.nid.or.kr,031-6190-7211,031-634-2745,2018-11-13
경기도파주시치매안심센터,경기도,파주시,10937,"경기 파주시 조리읍 봉천로 68 (봉일천리, 파주시건강증진센터)",3층 치매안심센터,3206137,4148010100,4148051000,37.74507907,126.8050112,paju.nid.or.kr,031-940-3740,031-940-5139,2018-07-11
경기도평택시송탄치매안심센터,경기도,평택시 송탄,17730,"경기 평택시 서정로 295 (서정동, 송탄보건소)",송탄치매안심센터,3188028,4122010100,4122051000,37.0657141,127.0664973,songtan.nid.or.kr,031-8024-7257,031-8024-7309,2019-11-20
경기도평택시치매안심센터,경기도,평택시,17901,경기도 평택시 중앙1로56번길 25(비전동),2층 치매안심센터,3188121,4122011800,4122062000,36.9962511,127.0891907,pyeongtaek.nid.or.kr,031-8024-4399,031-8024-4439,2019-03-25
경기도포천시치매안심센터,경기도,포천시,11161,경기 포천시 삼육사로2186번길 11-15 (선단동),2층 치매안심센터(선단보건지소 2층),3213046,4165010100,4165051000,37.8534727,127.1593106,pocheon.nid.or.kr,031-538-4831,031-538-4830,2018-09-28
경기도하남시치매안심센터,경기도,하남시,12909,경기 하남시 미사강변대로 200 (망월동),4층,3202012,4145010900,4145052000,37.56763908,127.185541,hanam.nid.or.kr,031-790-6254,031-790-6439,2018-07-27
경기도화성시치매안심센터,경기도,화성시,18596,"경기 화성시 향남읍 3.1만세로 1055 (발안리, 화성시보건소)",1층 치매안심센터(치매관리실),3210002,4159025922,4159025900,37.12928157,126.9045557,hscity.nid.or.kr,031-5189-1080,031-5189-1403,2018-06-14
경기도부천시오정치매안심센터,경기도,부천시 오정구,14434,"경기 부천시 오정구 성오로 172 (오정동, 오정구청)",오정보건소 내(오정치매안심센터) 2층,3186008,4119610100,4119083000,37.52834682,126.7960266,ojeong.nid.or.kr,032-625-9881,032-625-9839,2018-12-27
경기도부천시소사치매안심센터,경기도,부천시 소사,14757,경기 부천시 소사구 소사본동 148-30,소사본동행정복지센터 2층,3185023,4119410100,4119079500,37.47632789,126.7921576,sosa.nid.or.kr,032-625-9871,032-625-9879,2018-08-28
강원특별자치도강릉시치매안심센터,강원특별자치도,강릉시,25604,"강원특별자치도 강릉시 남부로17번길 38 (내곡동, 강릉시보건소)",강릉시치매안심센터,3220010,5115011600,4215060000,37.74284431,128.8827693,gn.nid.or.kr,033-660-3048,033-640-4764,2019-11-22
강원특별자치도고성군치매안심센터,강원특별자치도,고성군,24736,"강원특별자치도 고성군 간성읍 수성로 30 (신안리, 보건소)",고성군치매안심센터,3234013,5182025022,4282025000,38.37767486,128.4720941,gwgs.nid.or.kr,033-680-3798,033-680-3605,2018-12-26
강원특별자치도동해시치매안심센터,강원특별자치도,동해시,25720,"강원특별자치도 동해시 발한로 227 (발한동, 묵호건강증진센터)",1층,3221018,5117011100,4217055000,37.54951394,129.1081436,dh.nid.or.kr,033-530-2426,033-530-2742,2018-09-07
강원특별자치도삼척시치매안심센터,강원특별자치도,삼척시,25929,"강원특별자치도 삼척시 척주로 76 (남양동, 삼척시보건소)",삼척시보건소 치매안심센터,3224030,5123012000,4223051000,37.44393348,129.1720893,samcheok.nid.or.kr,033-570-4327,033-570-4167,2018-12-31
강원특별자치도속초시치매안심센터,강원특별자치도,속초시,24855,"강원특별자치도 속초시 수복로 36 (교동, 속초시보건소)",속초시치매안심센터,3223007,5121010600,4221056000,38.19613278,128.5758059,sokcho.nid.or.kr,033-639-3751,033-637-4007,2018-12-27
강원특별자치도양구군치매안심센터,강원특별자치도,양구군,24522,"강원특별자치도 양구군 양구읍 관공서로 42 (하리, 양구군보건소)",치매안심센터 1층,3232001,5180025023,4280025000,38.10997712,127.9892042,yanggu.nid.or.kr,033-480-2820,033-482-9115,2019-11-22
강원특별자치도양양군치매안심센터,강원특별자치도,양양군,25031,"강원특별자치도 양양군 양양읍 양양로 9-5 (연창리, 양양군보건소)",장애인회관및치매안심센터2층,3235016,5183025025,4283025000,38.0778608,128.6274793,yangyang.nid.or.kr,033-670-2496,033-670-2830,2019-06-29
강원특별자치도영월군치매안심센터,강원특별자치도,영월군,26234,강원특별자치도 영월군 영월읍 하송로 46-43 (하송리),영월군 치매안심센터,3227027,5175025022,4275025000,37.18530428,128.4615282,ywbogun.nid.or.kr,033-370-5441,033-375-1700,2018-09-12
강원특별자치도원주시치매안심센터,강원특별자치도,원주시,26395,"강원특별자치도 원주시 지니기길 11-20 (무실동, 치매안심센터)",1층,4457565,5113011500,4213056000,37.32470166,127.9248416,wonju.nid.or.kr,033-737-4542,033-737-3855,2019-12-20
강원특별자치도인제군치매안심센터,강원특별자치도,인제군,24633,"강원특별자치도 인제군 인제읍 인제로140번길 34 (남북리, 인제보건소)",2층 치매안심센터,4499162,5181025022,4281025000,38.06325619,128.1685465,inje.nid.or.kr,033-460-2523,033-460-2519,2019-12-05
강원특별자치도정선군치매안심센터,강원특별자치도,정선군,26127,"강원특별자치도 정선군 정선읍 녹송로 33 (봉양리, 정선군보건소)",지하1층 치매안심센터,3229007,5177025021,4277025000,37.38009274,128.6714859,jeongseon.nid.or.kr,033-560-2914,,2019-11-30
강원특별자치도철원군치매안심센터,강원특별자치도,철원군,24037,"강원특별자치도 철원군 갈말읍 군탄로 16 (군탄리, 철원군보건소)",철원군보건소 2층 치매안심센터,3230002,5178025624,4278025600,38.1481382,127.3025602,cwg.nid.or.kr,033-450-5105,033-450-5194,2018-12-12
강원특별자치도춘천시치매안심센터,강원특별자치도,춘천시,24264,강원특별자치도 춘천시 스무숲길 4-46,"치매안심센터 3,4층",3218033,5111010600,4211054500,37.84600255,127.7469974,chuncheon.nid.or.kr,033-250-4004,033-250-4035,2019-06-28
강원특별자치도태백시치매안심센터,강원특별자치도,태백시,26027,"강원특별자치도 태백시 태백로 905 (황지동, 보건소)",태백시 보건소 내 치매안심센터 1층,3000156,5119010100,4219051500,37.17660158,128.992496,taebaek.nid.or.kr,033-550-3042,033-550-2941,2018-11-14
강원특별자치도평창군치매안심센터,강원특별자치도,평창군,25377,강원특별자치도 평창군 평창읍 종부로 61 (종부리),평창군치매안심센터,3228023,5176025025,4276025000,37.36049167,128.3888512,pyeongchang.nid.or.kr,033-330-4900,033-330-4809,2019-06-21
강원특별자치도홍천군치매안심센터,강원특별자치도,홍천군,25135,강원특별자치도 홍천군 홍천읍 홍천로1길 9 (희망리),홍천군치매안심센터,3225033,5172025023,4272025000,37.68991786,127.87554,hongcheon.nid.or.kr,033-430-4055,033-430-4019,2019-11-07
강원특별자치도화천군치매안심센터,강원특별자치도,화천군,24119,"강원특별자치도 화천군 화천읍 강변로 111 (중리, 화천군보건의료원)",화천군치매안심센터,3231020,5179025000,4279025000,38.10738275,127.709078,ihc.nid.or.kr,033-440-2809,033-440-4841,2018-12-18
강원특별자치도횡성군치매안심센터,강원특별자치도,횡성군,25234,"강원특별자치도 횡성군 횡성읍 횡성로 379 (읍하리, 횡성보건소)",횡성군치매안심센터,3219067,5173025022,4273025000,37.48709552,127.9844168,hsg.nid.or.kr,033-340-5653,033-340-5608,2019-11-08
충청북도괴산군치매안심센터,충청북도,괴산군,28033,"충북 괴산군 괴산읍 동진천길 43 (동부리, 괴산군보건소)",괴산군치매안심센터,4538234,4376025000,4376025000,36.80799723,127.7966873,goesan.nid.or.kr,043-830-2392,043-830-2939,2019-10-10
충청북도단양군치매안심센터,충청북도,단양군,27013,"충북 단양군 단양읍 삼봉로 53 (상진리, 단양군 보건소)",1층,3248030,4380025027,4380025000,36.98163017,128.3502974,danyang.nid.or.kr,043-420-3312,043-421-3397,2018-11-12
충청북도보은군치매안심센터,충청북도,보은군,28943,"충북 보은군 보은읍 임업길 22 (삼산리, 치매안심센터)",보은군치매안심센터,4523114,4372025000,4372025000,36.48704913,127.7155559,boeun.nid.or.kr,043-540-5642,043-544-2573,2019-06-24
충청북도영동군치매안심센터,충청북도,영동군,29150,"충북 영동군 영동읍 반곡동길 7 (매천리, 영동군보건소)",,4529280,4374025000,4374025000,36.16849628,127.7759673,yd21.nid.or.kr,043-740-5946,043-743-4000,2018-12-28
충청북도옥천군치매안심센터,충청북도,옥천군,29034,"충북 옥천군 옥천읍 가화4길 18 (금구리, 옥천군 치매안심센터)",옥천군치매안심센터,4526182,4373025000,4373025000,36.30508449,127.5612309,oc.nid.or.kr,043-730-2158,043-733-7161,2019-06-07
충청북도음성군치매안심센터,충청북도,음성군,27705,"충북 음성군 음성읍 중앙로 49 (읍내리, 음성보건소)",음성군 치매안심센터,3247062,4377025000,4377025000,36.92883979,127.6888781,eumseong.nid.or.kr,043-871-2971,043-871-1950,2019-08-30
충청북도제천시치매안심센터,충청북도,제천시,27152,충북 제천시 의림대로 242 (청전동),4층,2239002,4315011300,4315059000,37.1493417,128.2160865,jecheon.nid.or.kr,043-641-3058,043-641-3039,2018-12-19
충청북도증평군치매안심센터,충청북도,증평군,27948,"충북 증평군 증평읍 보건복지로 64-1 (내성리, 증평군보건소)",2층 치매안심센터,3244009,4374525029,4374525000,36.77424621,127.586726,jp.nid.or.kr,043-835-4782,,2018-08-09
충청북도진천군치매안심센터,충청북도,진천군,27876,충북 진천군 덕산읍 연미로 29 (두촌리),진천군치매안심센터,4535372,4375025325,4375025000,36.89921785,127.5288313,jincheon.nid.or.kr,043-539-7782,,2018-11-22
충청북도청주시상당구치매안심센터,충청북도,청주시 상당구,28806,충북 청주시 상당구 남일면 단재로 480 (효촌리),상당보건소 치매안심센터,3236065,4311134000,4311134000,36.58826888,127.5059436,sangdang.nid.or.kr,043-201-4300,043-201-4319,2018-12-31
충청북도청주시서원구치매안심센터,충청북도,청주시 서원구,28688,"충북 청주시 서원구 구룡산로 235 (수곡동, 위너스빌딩)",3층 치매안심센터,3236025,4311210100,4311251000,36.6160235,127.4713305,seowon.nid.or.kr,043-201-3720,,2018-10-10
충청북도청주시청원구치매안심센터,충청북도,청주시 청원구,28125,"충북 청주시 청원구 오창읍 과학산업3로 238 (각리, 청원보건소)",치매안심센터,3240007,4311425300,4311425300,36.71040635,127.4304713,cheongwon.nid.or.kr,043-201-4361,043-201-4379,2018-08-20
충청북도청주시흥덕구치매안심센터,충청북도,청주시 흥덕구,28426,"충북 청주시 흥덕구 대농로 88 (복대동, 흥덕보건소 본관)",2층,4511436,4311311400,4311376000,36.64147861,127.4315238,heungdeok.nid.or.kr,043-201-4320,,2018-08-20
충청북도충주시치매안심센터,충청북도,충주시,27408,"충북 충주시 사직산21길 34 (문화동, 충주시 건강복지타운)",2층 치매안심센터,3238052,4313012700,4313062500,36.97086234,127.9280544,chungju.nid.or.kr,043-850-1781,043-850-3509,2019-07-02
충청남도계룡시치매안심센터,충청남도,계룡시,32823,"충남 계룡시 장안로 54 (금암동, 계룡시보건소)",치매안심센터 1층,3256007,4425010100,4425051000,36.2730574,127.2500264,gyeryong.nid.or.kr,042-840-3681,,2018-11-12
충청남도공주시치매안심센터,충청남도,공주시,32542,충남 공주시 옛군청뒷길 8 (교동),치매안심센터,3251019,4415010600,4415054000,36.45701715,127.1201721,gongju.nid.or.kr,041-840-3315,041-852-8159,2018-03-21
충청남도금산군치매안심센터,충청남도,금산군,32725,"충남 금산군 금산읍 비범1길 5 (중도리, 치매안심센터)",,3000088,4471025000,4471025000,36.10952067,127.4934491,geumsan.nid.or.kr,041-750-4460,041-751-4178,2018-12-11
충청남도논산시치매안심센터,충청남도,논산시,32993,충남 논산시 논산대로 408 (관촉동),논산시 치매안심센터,2255001,4423011100,4423051000,36.19653553,127.1047397,nonsan.nid.or.kr,041-746-6921,041-746-8129,2018-11-26
충청남도당진시치매안심센터,충청남도,당진시,31777,"충남 당진시 서부로 56 (채운동, 당진시보건소)",치매안심센터 1층,3265124,4427010200,4427052000,36.88735969,126.6304725,dangjin.nid.or.kr,041-360-6269,041-360-6029,2018-12-17
충청남도보령시치매안심센터,충청남도,보령시,33439,충남 보령시 대천로 119 (죽정동),,3252019,4418010200,4418036000,36.35633335,126.6045349,brcn.nid.or.kr,041-930-6871,041-931-7292,2018-08-27
충청남도부여군치매안심센터,충청남도,부여군,33140,"충남 부여군 부여읍 성왕로 205 (구아리, 부여군 보건소)",3층,3259115,4476025000,4476025000,36.28293864,126.9094144,buyeo.nid.or.kr,041-830-8740,041-830-8700,2018-07-25
충청남도서산시치매안심센터,충청남도,서산시,31997,"충남 서산시 호수공원6로 6 (예천동, 서산시보건소)",서산시치매안심센터,3254205,4421010900,4421055000,36.77457758,126.4445147,seosan.nid.or.kr,041-661-6598,041-661-8119,2018-08-24
충청남도서천군치매안심센터,충청남도,서천군,33638,충남 서천군 서천읍 사곡길 20-2 (군사리),서천군 치매안심센터,4580278,4477025321,4477025300,36.0817289,126.6887353,seocheon.nid.or.kr,041-950-6741,,2018-11-01
충청남도아산시치매안심센터,충청남도,아산시,31521,"충남 아산시 번영로216번길 18 (모종동, 아산시보건소)","별관 2, 3층",4559218,4420011300,4420059000,36.78291637,127.0140532,asan.nid.or.kr,041-537-3474,041-537-3349,2018-11-30
충청남도예산군치매안심센터,충청남도,예산군,32435,"충남 예산군 예산읍 군청로 22 (예산리, 예산군청)",보건소 5층,3263022,4481025000,4481025000,36.68088045,126.8448499,yesan.nid.or.kr,041-339-6122,041-339-6009,2018-11-08
충청남도천안시동남구치매안심센터,충청남도,천안시 동남구,31131,"충남 천안시 동남구 버들로 40 (문화동, 동남구보건소,교통정보센터)",7층 치매안심센터,3249014,4413110300,4413152000,36.80717777,127.1514571,dongnam.nid.or.kr,041-521-3343,041-521-5006,2018-11-02
충청남도천안시서북구치매안심센터,충청남도,천안시 서북구,31137,"충남 천안시 서북구 서부8길 29 (성정동, 성정2동 행정복지센터)",1층,4550300,4413310200,4413351000,36.8197755,127.1398835,seobuk.nid.or.kr,041-521-5740,041-573-0994,2018-04-01
충청남도청양군치매안심센터,충청남도,청양군,33324,"충남 청양군 청양읍 칠갑산로7길 54 (읍내리, 청양군보건의료원)",청양군보건의료원 치매안심센터 2층,4583308,4479025000,4479025000,36.45502041,126.8049398,cheongyang.nid.or.kr,041-940-4536,041-940-4508,2018-10-19
충청남도태안군치매안심센터,충청남도,태안군,32148,"충남 태안군 태안읍 서해로 1952-16 (평천리, 태안군보건의료원)",어르신센터 1층,3000117,4482525000,4482525000,36.75181076,126.3232321,taean.nid.or.kr,041-671-1632,041-671-5336,2018-06-26
충청남도홍성군치매안심센터,충청남도,홍성군,32236,"충남 홍성군 홍성읍 문화로 106 (오관리, 홍성군보건소)",홍성군보건소 별관 치매안심센터 2층,3262026,4480025000,4480025000,36.59664119,126.6630605,hongseong.nid.or.kr,041-630-9076,041-630-9860,2018-11-21
전북특별자치도고창군치매안심센터,전북특별자치도,고창군,56442,"전북특별자치도 고창군 고창읍 전봉준로 90 (율계리, 고창군보건소)",고창군치매안심센터,3279054,5279025000,5279025000,35.44376255,126.6832504,gochang.nid.or.kr,063-560-8725,063-560-8779,2018-10-02
전북특별자치도군산시치매안심센터,전북특별자치도,군산시,54129,"전북특별자치도 군산시 공단대로 482 (나운동, 군산시치매안심센터)",군산시치매안심센터,3268007,5213014400,5213069000,35.96456011,126.6898084,gunsan.nid.or.kr,063-454-5870,063-471-1315,2018-07-01
전북특별자치도김제시치매안심센터,전북특별자치도,김제시,54408,전북특별자치도 김제시 동서8길 52 (요촌동),김제시치매안심센터,4616506,5221010100,5221051000,35.79740416,126.8887514,gimje.nid.or.kr,063-540-1327,,2017-12-20
전북특별자치도남원시치매안심센터,전북특별자치도,남원시,55766,"전북특별자치도 남원시 요천로 1285 (조산동, 남원시보건소)",치매안심센터,3000200,5219010700,5219055000,35.39783988,127.3639897,namwon.nid.or.kr,063-620-7725,063-620-7928,2018-11-09
전북특별자치도무주군치매안심센터,전북특별자치도,무주군,55515,"전북특별자치도 무주군 무주읍 한풍루로 413 (당산리, 무주군보건의료원)",4층,3275053,5273025022,5273025000,36.00590333,127.6716763,muju.nid.or.kr,063-320-8601,063-320-8615,2018-07-24
전북특별자치도부안군치매안심센터,전북특별자치도,부안군,56314,"전북특별자치도 부안군 부안읍 오리정로 124 (봉덕리, 보건소)",치매안심센터,3280067,5280025024,5280025000,35.72286232,126.7356007,buan.nid.or.kr,063-580-3066,063-584-1264,2018-06-18
전북특별자치도순창군치매안심센터,전북특별자치도,순창군,56049,"전북특별자치도 순창군 순창읍 교성로 135 (교성리, 순창군보건의료원)",치매안심센터 2층,3278008,5277025026,5277025000,35.3670048,127.1440817,sunchang.nid.or.kr,063-650-5271,063-652-5248,2019-07-16
전북특별자치도완주군치매안심센터,전북특별자치도,완주군,55334,전북특별자치도 완주군 삼례읍 삼봉8로 10-12 (수계리),완주군 치매안심센터,3273037,5271025029,5271034000,35.92146408,127.1219187,wanju.nid.or.kr,063-290-4373,063-290-3030,2018-07-23
전북특별자치도익산시치매안심센터,전북특별자치도,익산시,54652,전북특별자치도 익산시 동서로 91 (모현동2가),서부권다목적체육관 3층 치매안심센터,3269023,5214011500,5214059500,35.95641377,126.9450599,iksan.nid.or.kr,063-859-7550,063-859-4090,2018-04-09
전북특별자치도임실군치매안심센터,전북특별자치도,임실군,55927,"전북특별자치도 임실군 임실읍 호국로 1680 (이도리, 임실군 보건의료원)",치매안심센터,3277037,5275025022,5275025022,35.61261112,127.2870767,imsil.nid.or.kr,063-640-3373,,2019-06-21
전북특별자치도장수군치매안심센터,전북특별자치도,장수군,55631,전북특별자치도 장수군 장수읍 장천로 255-10,치매안심센터,3276033,5274025000,5274025000,35.65508764,127.519166,jangsu.nid.or.kr,063-350-2670,063-350-5722,2018-12-24
전북특별자치도전주시치매안심센터,전북특별자치도,전주시,55038,"전북특별자치도 전주시 완산구 전라감영로 33 (중앙동4가, 전주시보건소)",전주시치매안심센터,4598339,5211112800,5211167100,35.81584568,127.1433513,jeonju.nid.or.kr,063-281-6238,063-281-6289,2018-10-10
전북특별자치도정읍시치매안심센터,전북특별자치도,정읍시,56196,전북특별자치도 정읍시 금붕1길 215 (금붕동),정읍시 치매안심센터,3270023,5218011200,5218051000,35.55437564,126.8937382,jeongeup.nid.or.kr,063-539-6951,063-539-6548,2019-08-12
전북특별자치도진안군치매안심센터,전북특별자치도,진안군,55422,"전북특별자치도 진안군 진안읍 진무로 1189 (군상리, 진안보건소)",진안군 보건소 2층,3274057,5272025000,5272025000,35.7973051,127.4347776,jinan.nid.or.kr,063-430-8588,063-432-3103,2018-10-22
전라남도강진군치매안심센터,전라남도,강진군,59240,"전남 강진군 강진읍 목리길 11 (동성리, 강진군보건소)",치매안심센터,4679120,4681025000,4681025000,34.63833623,126.77571,gangjin.nid.or.kr,061-430-5294,061-430-5959,2019-09-20
전라남도고흥군치매안심센터,전라남도,고흥군,59542,전남 고흥군 고흥읍 등암3길 5 (등암리),고흥군보건소,4667233,4677025024,4677025000,34.5919855,127.2692469,goheung.nid.or.kr,061-830-6969,061-830-6939,2019-06-14
전라남도곡성군치매안심센터,전라남도,곡성군,57542,전남 곡성군 곡성읍 곡성로 854 (읍내리),치매안심센터,3287003,4672025021,4672025000,35.27886584,127.2968557,gokseong.nid.or.kr,061-360-8980,061-360-8908,2019-09-10
전라남도광양시치매안심센터,전라남도,광양시,57741,"전남 광양시 광양읍 호북길 13-3 (칠성리, 치매안심센터)",광양시치매안심센터,3285061,4623025000,4623025000,34.98010194,127.58361,gwangyang.nid.or.kr,061-797-4059,061-797-4056,2018-11-20
전라남도구례군치매안심센터,전라남도,구례군,57647,전남 구례군 구례읍 동편제길 30 (백련리),구례군 보건의료원 치매안심센터,4664091,4673025023,4673025000,35.21596948,127.4617976,gurye.nid.or.kr,061-780-2026,061-780-2769,2018-12-07
전라남도나주시치매안심센터,전라남도,나주시,58274,"전남 나주시 풍물시장2길 57-32 (이창동, 나주시보건소)",나주시보건소 치매안심센터,4652592,4617012800,4617060000,34.99522645,126.708224,naju.nid.or.kr,061-339-4771,061-339-2920,2018-11-22
전라남도담양군치매안심센터,전라남도,담양군,57335,전남 담양군 담양읍 완동길 10-5 (만성리),1층,4658263,4671025000,4671025000,35.32470177,126.9807438,damyang.nid.or.kr,061-380-2971,061-380-3990,2019-02-27
전라남도목포시치매안심센터,전라남도,목포시,58724,전남 목포시 수문로 32 (남교동),트윈스타 3층 목포시치매안심센터,3281043,4611016000,4611075600,34.7931322,126.3829337,mokpo.nid.or.kr,"061-270-4271, 4272",061-270-3596,2018-04-13
전라남도무안군치매안심센터,전라남도,무안군,58528,"전남 무안군 무안읍 면성1길 128 (성남리, 무안군 보건소)",3층 무안군치매안심센터,4688135,4684025023,4684025000,34.98727444,126.4728731,muan.nid.or.kr,061-450-5075,061-450-5142,2019-01-25
전라남도보성군치매안심센터,전라남도,보성군,59454,전남 보성군 보성읍 갱맹골길 206(주봉리 529번지),보성치매안심센터,3290008,4678025000,4678025000,34.76645647,127.0712437,boseong.nid.or.kr,061-850-8695,061-853-9996,2018-11-27
전라남도순천시치매안심센터,전라남도,순천시,57938,"전남 순천시 중앙로 232 (석현동, 순천시문화건강센터)",순천시치매안심센터,3283038,4615010800,4615055000,34.96674779,127.4860333,suncheon.nid.or.kr,061-749-8888,061-749-4204,2019-09-17
전라남도신안군치매안심센터,전라남도,신안군,58827,"전남 신안군 압해읍 천사로 1004 (신장리, 신안군청)",신안군보건소 1층 치매안심센터,3302013,4691025331,4691025300,34.83360218,126.3514253,shinan.nid.or.kr,061-240-8081,061-271-7772,2019-07-26
전라남도여수시치매안심센터,전라남도,여수시,59754,전남 여수시 신월로 794 (봉강동),여수시치매안심센터,3282020,4613010300,4613053500,34.73915914,127.7260493,yeosu.nid.or.kr,061-659-5440,,2019-06-21
전라남도영광군치매안심센터,전라남도,영광군,57043,전남 영광군 영광읍 신남로4길 17 (남천리),치매안심센터 3층,4694223,4687025000,4687025000,35.27468261,126.5041643,yeonggwang.nid.or.kr,061-350-4806,061-350-5191,2019-03-13
전라남도영암군치매안심센터,전라남도,영암군,58421,"전남 영암군 영암읍 오리정길 39 (춘양리, 영암군보건소)",영암군치매안심센터,4685344,4683025027,4683025000,34.79533941,126.7033414,yeongam.nid.or.kr,061-470-6580,061-470-6576,2019-03-26
전라남도완도군치매안심센터,전라남도,완도군,59108,"전남 완도군 완도읍 농공단지길 34 (죽청리, 완도보건의료원)",완도군 치매안심센터 2층,4700144,4689025023,4689025000,34.33582329,126.7313246,wando.nid.or.kr,061-550-5810,,2019-10-10
전라남도장성군치매안심센터,전라남도,장성군,57214,"전남 장성군 장성읍 성산5길 17 (성산리, 장성군 치매안심센터)",장성군 치매안심센터,4697381,4688025022,4688025000,35.3233003,126.808367,jangseong.nid.or.kr,061-390-7161~70,061-390-7597,2020-02-01
전라남도장흥군치매안심센터,전라남도,장흥군,59327,"전남 장흥군 장흥읍 동교1길 13 (건산리, 장흥군선거관리위원회)",치매안심센터 1층,3017031,4680025037,4680025000,34.67705335,126.9069323,jangheung.nid.or.kr,061-860-6498,061-860-6880,2018-12-12
전라남도진도군치매안심센터,전라남도,진도군,58922,"전남 진도군 진도읍 남동1길 40-9 (남동리, 진도군보건소)",3층,4703061,4690025025,4690025000,34.48037351,126.2629165,jindo.nid.or.kr,061-540-6964,061-540-0502,2018-12-18
전라남도함평군치매안심센터,전라남도,함평군,57153,"전남 함평군 함평읍 중앙길 54-8 (기각리, 함평보건소)",치매안심센터,4691284,4686025000,4686025000,35.06190341,126.5242551,hampyeong.nid.or.kr,061-320-2390,061-320-3739,2018-11-09
전라남도해남군치매안심센터,전라남도,해남군,59038,"전남 해남군 해남읍 해남로 46 (해리, 해남보건소)",해남군 치매안심센터,3294030,4682025021,4682025000,34.5704311,126.6120935,haenam.nid.or.kr,061-531-3703~10,,2019-12-03
전라남도화순군치매안심센터,전라남도,화순군,58136,"전남 화순군 화순읍 충의로 40 (삼천리, 치매안심센터)",화순군치매안심센터,3291015,4679025031,4679025000,35.05539364,126.9820968,hwasun.nid.or.kr,061-379-5317,061-371-3329,2019-03-21
경상북도경산시치매안심센터,경상북도,경산시,38616,"경북 경산시 남매로 158 (중방동, 경산시보건소)",치매안심센터,3313022,4729011700,4729051000,35.82511247,128.7432823,gbgs.nid.or.kr,053-810-6435,053-819-5839,2019-09-23
경상북도경주시치매안심센터,경상북도,경주시,38099,경상북도 경주시 봉황로 178 (성건동),치매안심센터,3305041,4713012600,4713063000,35.85535856,129.210511,gyeongju.nid.or.kr,054-760-2950~2,054-760-7579,2019-10-17
경상북도고령군치매안심센터,경상북도,고령군,40138,"경북 고령군 대가야읍 왕릉로 56-5 (지산리, 고령군보건소)",1층,3320011,4783025326,4783025300,35.72523517,128.2648137,goryeong.nid.or.kr,054-950-7961,,2018-08-14
경상북도구미시치매안심센터,경상북도,구미시 구미,39192,"경북 구미시 지산11길 8-1 (지산동, 구미치매안심센터)",구미치매안심센터,2308003,4719010200,4719055500,36.13950239,128.3455231,gumi.nid.or.kr,054-480-4880,054-480-4069,2019-12-31
경상북도구미시선산치매안심센터,경상북도,구미시 선산,39112,"경북 구미시 선산읍 선주로 121 (동부리, 선산보건소)",치매안심센터,3308033,4719025000,4719025000,36.24417904,128.2999491,gumiss.nid.or.kr,054-480-4352,054-480-4129,2019-03-28
경상북도김천시치매안심센터,경상북도,김천시,39647,"경북 김천시 체육공원길 21 (지좌동, 치매안심센터)",치매안심센터,4718550,4715010800,4715057500,36.11973266,128.1445272,gch.nid.or.kr,054-421-2894,054-435-0060,2019-02-26
경상북도문경시치매안심센터,경상북도,문경시,36971,경북 문경시 점촌1길 13 (점촌동),통합건강증진센터 1층,4736622,4728010100,4728057000,36.59635348,128.1980094,gbmg.nid.or.kr,054-550-8134,054-550-4340,2019-10-16
경상북도봉화군치매안심센터,경상북도,봉화군,36238,"경북 봉화군 봉화읍 봉화로 1203 (내성리, 봉화군보건소)",봉화군보건소 3층 치매안심센터,3309081,4792025000,4792025000,36.89071878,128.7418543,bonghwa.nid.or.kr,054-679-6749,,2018-12-20
경상북도상주시치매안심센터,경상북도,상주시,37183,"경북 상주시 중앙로 111 (무양동, 상주시 의회청사)",상주시치매안심센터,3303047,4725010900,4725053000,36.41690111,128.1499972,sangju.nid.or.kr,054-537-6514,054-532-0311,2019-06-07
